"id_ad","title","price","location","description","creation_date","scrape_date","bedrooms","living_area","plot_area","rooms","bathrooms","floors","commission","house_type","year_built","view_counter","active_flag","seller_name","number_of_ads","link","user_type","active_since","longitude","latitude","delta_flag"
"3000294477","Einfamilienwohnhaus mit Nebengebäude und Garage im OT Pflaumheim","398000.0","63762 Bayern - Großostheim",NULL,"2025-03-12","2025-03-30 14:00:05.181159",4,"152.0","641.0",6,1,2,"Mit Provision","Einfamilienhaus freistehend",1930,2352,False,"Golden Home Real LTD & Co KG - Lepeschka Günther",194,"https://www.kleinanzeigen.de/s-anzeige/einfamilienwohnhaus-mit-nebengebaeude-und-garage-im-ot-pflaumheim/3000294477-208-7416",NULL,NULL,"9.0714993","49.9210916",True
"2987288057","Dein EFH, mit Bodenplatte , Küche und Sonderdarlehen","551673.0","63773 Bayern - Goldbach",NULL,"2025-01-27","2025-02-13 14:00:27.943278",2,"130.0","360.0",4,1,2,"Keine zusätzliche Käuferprovision","Einfamilienhaus freistehend",NULL,130,False,"Gülsen Akay - Freie Handelsvertretung der Living Fertighaus GmbH - Handelsvertretung der Living Fert",200,"https://www.kleinanzeigen.de/s-anzeige/dein-efh-mit-bodenplatte-kueche-und-sonderdarlehen/2987288057-208-7439","Gewerblicher Nutzer","2024-05-14","9.1740408","50.0112282",True
"2987287793","EFH alles inklusive, das gibt´s nur bei Livinghaus","803703.0","63814 Bayern - Mainaschaff",NULL,"2025-01-27","2025-02-13 14:00:26.798687",3,"125.0","798.0",4,1,2,"Keine zusätzliche Käuferprovision","Einfamilienhaus freistehend",NULL,247,False,"Gülsen Akay - Freie Handelsvertretung der Living Fertighaus GmbH - Handelsvertretung der Living Fert",200,"https://www.kleinanzeigen.de/s-anzeige/efh-alles-inklusive-das-gibt-s-nur-bei-livinghaus/2987287793-208-7435","Gewerblicher Nutzer","2024-05-14","9.0887049","49.9843535",True
"2421546172","Einfamilienhaus, freistehend, ruhige Lage","490000.0","63533 Hessen - Mainhausen","Objektbeschreibung Das Einfamilienhaus besteht aus zwei Etagen. Im Erdgeschoss befinden sich eine Küche, das Wohn-Esszimmer, ein Arbeitszimmer und ein Gäste-WC. Über den Flur gelangt man in die obere Etage und in den Keller. In der oberen Etage befindet sich das Badezimmer, ein großes Schlafzimmer, zwei Kinderzimmer, ein Ankleidezimmer sowie eine kleine Abstellkammer. Über eine Zugtreppe erreicht man den Dachboden, der als Speicher genutzt werden kann. Der Keller bietet einen Heizungsraum, drei weitere Abstellräume sowie eine Waschküche mit Zugang zum Hof. Ebenfalls zur Verfügung stehen eine Garage, ein Carport und ein Gartenhaus. Sonstiges -Glasfaseranschluss -renovierungsbedürftig Energie Energieausweis: Energiebedarfsausweis Energiebedarf: 395 kWh (m²-a) Gültig bis: 20.03.2033 Heizungsart: Zentralheizung Wesentliche Energieträger: Gas Lage Dieses Einfamilienhaus befindet sich am ruhigen Ortsrand von Zellhausen. Die idyllische Lage in direkter Nähe zum Wald lädt zu entspannten Spaziergängen und Fahrradtouren in Richtung Aschaffenburg und Babenhausen ein. Der Ortsteil von Mainhausen in Kreis Offenbach im Rhein-Main-Gebiet bietet eine breite Palette an Freizeitaktivitäten und Erholungsmöglichkeiten, wie beispielsweise Vereine, Fußball- und Tennisplätze sowie Badeseen. Im Ort selbst sind Einkaufsmöglichkeiten, Kindergärten, Grundschule, eine Freie - Schule, Ärzte und eine Apotheke vorhanden. Die ausgezeichnete Anbindung an die Autobahnen A3 und A45 ermöglicht eine bequeme und schnelle Fahrt in Richtung Frankfurt oder Aschaffenburg. Der Frankfurter Flughafen ist in nur 35 Minuten erreichbar und Aschaffenburg liegt nur 15 Minuten entfernt. Nur drei Kilometer entfernt befindet sich die malerische Altstadt von Seligenstadt, die mit einer Vielzahl an Einkaufsmöglichkeiten, Restaurants und weiterführenden Schulen aufwartet. Dieses Haus ist somit der ideale Ort für Menschen, die ein ruhiges und komfortables Leben in einer naturnahen Umgebung mit hervorragender Anbindung an die umliegenden Städte suchen. Sie interessieren sich für das Objekt? Dann freue ich mich über Ihre Nachricht. Bitte haben Sie Verständnis, dass ich Anfragen nur bei vollständiger Bekanntgabe von Name, Adresse und Rufnummer oder E-Mail-Adresse beantworte.","2024-09-14","2025-04-12 16:07:42.623476",NULL,"132.0","600.0",6,NULL,2,"Keine zusätzliche Käuferprovision","Einfamilienhaus freistehend",1966,8722,True,"Ellen Lindner",7,"https://www.kleinanzeigen.de/s-anzeige/einfamilienhaus-freistehend-ruhige-lage/2421546172-208-4824","Privater Nutzer","2013-03-13","9.0150043","50.0134137",True
"2987287968","Gewöhnlich war gestern! Dein Haus für Individualisten.","636055.0","63849 Bayern - Leidersbach",NULL,"2025-01-27","2025-02-13 14:00:27.318961",4,"191.0","1750.0",7,3,2,"Keine zusätzliche Käuferprovision","Einfamilienhaus freistehend",NULL,126,False,"Gülsen Akay - Freie Handelsvertretung der Living Fertighaus GmbH - Handelsvertretung der Living Fert",200,"https://www.kleinanzeigen.de/s-anzeige/gewoehnlich-war-gestern-dein-haus-fuer-individualisten-/2987287968-208-7430","Gewerblicher Nutzer","2024-05-14","9.2413586","49.8921045",True
"2943200844","*Bauen mit ELBE-HAUS®* - Massiv. Ökologisch. Individuell. -  „Modernes Einfamilienhaus mit eckigem Giebel – Individuell geplant für Ihr Familienglück“","454631.0","63762 Bayern - Großostheim",NULL,"2025-02-04","2025-02-07 06:00:14.817751",3,"124.0","411.0",4,1,1,"Keine zusätzliche Käuferprovision","Einfamilienhaus freistehend",NULL,716,False,"Wolfgang Klier",10,"https://www.kleinanzeigen.de/s-anzeige/-bauen-mit-elbe-haus-massiv-oekologisch-individuell-modernes-einfamilienhaus-mit-eckigem-giebel-individuell-geplant-fuer-ihr-familienglueck-/2943200844-208-7416",NULL,NULL,"9.0714993","49.9210916",True
"2993583169","Doppelhaushälfte mit Garten Provisionsfrei","489000.0","63801 Bayern - Kleinostheim","Doppelhaushälfte (Massivbauweise), voll unterkellert auf 311 qm großem Grundstück mit extragroßer Garage und PKW Stellplatz in familienfreundlicher Umgebung.<br /><br />Aufteilung:<br />EG: Abgetrennter Eingangsbereich mit Gäste-WC, Flur mit Zugang zum Wohn-/Esszimmer und Küche.<br />OG: Drei Schlafzimmer und Bad<br />DG: Schlafzimmer mit begehbarem Kleiderschrank und angeschlossenem Badezimmer<br />KG: Waschküche, Hobbyraum, Kellerraum<br /><br />Das helle Wohnzimmer mit Speicherofen (hält Wärme bis 12 Stunden) hat einen Zugang über eine Holztreppe auf die Terrasse. Der Erker mit seinen drei Fenstern ist der ideale Platz für den Esstisch.<br />Die Küche mit 90cm Induktionskochfeld, Abluft-Dunstabzugshaube, Backofen in Komforthöhe und Side by Side Kühlschrank ist direkt angrenzend.<br /><br />Im ersten Obergeschoss befinden sich drei Schlafzimmer, eins mit Zugang zum Balkon. Das angrenzende Schlafzimmer wurde durch eine Wand in Trockenbauweise abgetrennt. Je nach Bedarf kann dies ohne großen Aufwand wieder Rückgängig gemacht werden.<br />Das dritte Schlafzimmer mit zwei Fenstern ist etwas größer.<br />In allen drei Zimmern und dem Flur ist ein hochwertiger Vinylboden verlegt.<br />Das Bad wurde mit begehbarer Dusche modernisiert.<br /><br />Im Dachgeschoss liegt das größte Zimmer mit begehbarem Kleiderschrank und angrenzendem Bad. Bodenbelag im Schlafzimmer ist Laminat, im Bad Vinyl. Weiterhin gibt es hier einen in der Dachschräge liegenden Stauraum.<br /><br />Im größtem Kellerraum ist die Gasheizung untergebracht, hier gibt es viel Stauraum.<br />Der zweite Raum ist mit einem Laminatboden ausgelegt und kann als Büro / Gästezimmer genutzt werden. Der dritte Kellerraum ist die Waschküche mit einem gemauerten Podest für Waschmaschine und Trockner.<br /><br />Der Garten mit kleiner Teichwanne und Hochbeeten bietet genügend Platz für Kinderspielgeräte oder Liegestühle. Die Pflanzen bieten einen guten Sichtschutz.<br />Die überlange Garage bietet Stauraum oder Platz für eine Werkbank. Das Tor ist vollelektrisch zu öffnen.<br /><br />Beide Badezimmer wurden 2021 renoviert, die hochwertige Einbauküche stammt aus 2020. In diesem Jahr wurden im Obergeschoss und Dachgeschoss neue Fußböden verlegt und diverse weitere Modernisierungen und Verschönerungen vorgenommen.<br />Zuletzt wurde in 2023 das Dachfenster im DG mit Rolladen erneuert.<br />Im Außenbereich wurde die Terrasse neu angelegt und überdacht, das Hoftor installiert und das Garagentor erneuert.<br /><br />Die Doppelhaushälfte befindet sich in idealer Lage- der Bahnhof Kleinostheim ist in wenigen Minuten fußläufig zu erreichen, die Entfernung ins Grüne ist identisch. Auch Bäcker, Lebensmittelmärkte und Kindergarten sind zu Fuß in wenigen Minuten erreichbar.<br /><br />Die wichtigsten Fakten:<br /><br />Ausstattung<br />• ca. 140 qm Wohnfläche plus Keller<br />• Baujahr 1988<br />• Renoviert ab 2020<br />• Heizung: Gas + Kaminofen<br />• Einbauküche<br />• Vinylboden im Obergeschoss<br />• 5 Zimmer<br />• 4 Schlafzimmer<br />• Dachgeschoss ausgebaut<br />• Schöner Garten mit kleinem Teich<br />• Voll unterkellert<br />• Große Garage<br />•. Gästezimmer im Kellergeschoss<br />• Neue Bäder<br />• Gäste WC im Eingangsbereich<br />• Schöne helle Räume<br />• Große Terrasse mit Überdachung<br />Bodenbelag: Fliesen, Vinyl, Laminat<br />Verkauf von Privat ohne Maklergebühren.<br /><br />Frei nach Absprache.<br />Kontaktaufnahme bitte mit vollständigem Namen und Telefonnummer.<br />Energieausweis liegt vor.","2025-02-02","2025-02-04 14:00:45.574818",4,"140.0","311.0",5,2,3,"Keine zusätzliche Käuferprovision","Doppelhaushälfte",1988,397,False,"MB",3,"https://www.kleinanzeigen.de/s-anzeige/doppelhaushaelfte-mit-garten-provisionsfrei/2993583169-208-7433","Privater Nutzer","2023-01-27","9.0701576","50.019441",True
"3004963880","Hause zum verkauf","335000.0","63533 Hessen - Mainhausen",NULL,"2025-02-15","2025-03-02 06:00:11.55544",NULL,"100.0","300.0",4,1,2,"Keine zusätzliche Käuferprovision",NULL,NULL,696,False,"Cristina und Filip",NULL,"https://www.kleinanzeigen.de/s-anzeige/hause-zum-verkauf/3004963880-208-4824","Privater Nutzer","2024-01-21","9.0150043","50.0134137",NULL
"2941556311","Für Kapitalanleger: Mehrfamilienhaus im Brentanoviertel","1590000.0","63739 Bayern - Aschaffenburg",NULL,"2025-02-02","2025-03-03 06:00:08.931709",NULL,"496.0","290.0",14,8,4,"Mit Provision","Mehrfamilienhaus",1968,1795,False,"Aurelion & Company - Alexandra Wissel",129,"https://www.kleinanzeigen.de/s-anzeige/fuer-kapitalanleger-mehrfamilienhaus-im-brentanoviertel/2941556311-208-7437","Gewerblicher Nutzer","2015-12-11","9.1648907","49.973154",True
"2978105087","Dein Zweifamilienhaus strahlt von außen und besonders von innen ( inkl. Grundstück)","1204624.0","63741 Bayern - Aschaffenburg","# Objektbeschreibung<br />Viel Familie, viel Platz<br /><br />In Dein Zweifamilienhaus haben - Überraschung - zwei Familien Platz. Gemeinsam teilt Ihr Euch die Wohnfläche. Und das bedeutet auch, gemeinsam die Entscheidung zur Gestaltung zu treffen. Dein Zweifamilienhaus überzeugt durch große Fenster für ganz viel Licht, einen großflächigen Wohnbereich und natürlich einem Zugang zum Garten. Perfekt zum Zusammenleben - innen und außen.<br /><br />Bei Living Haus steht Deine Traumküche immer im Fokus. Offene Küche, eine Kochinsel, ganz viel Stauraum und ein ganz großer Esstisch für Freunde und Familie. Das Ganze gleich zweimal - klingt fantastisch, oder?<br />Auf beiden Etagen findest Du eine ähnliche Aufteilung. Offener Wohn-, Essbereich, Bad sowie Schlafzimmer und Kinderzimmer.<br /><br /># Ausstattung<br />Diese Ausstattung ist in Deinem Ausbauhaus Plus bereits im Preis enthalten.<br /><br />- 18 Monate Festpreisgarantie<br />- Hauspreis<br />- Baugrundstück bekommst Du exklusiv nur über mich<br />- Nolte Küche inkl. Geräten und Montage<br />- Bodenplatte<br />- Unabhängige und kostenlose Finanzierungsberatung inkl.<br />250.000 EUR Sonderdarlehen<br />- Architektenleistungen<br />- Wohlfühl - Klima - Heizung<br />- Photovoltaik Anlage<br />- Batteriespeicher<br />- Elektroinstallation<br />- Sanitärrohinstallation<br />- Geschoßtreppe EG/DG<br />- Estrich<br />- Geschlossene Wände ab Werk (Trockenbau)<br />- 3 Fach verglaste Wärmeschutzfenster<br />- Effizienzhaus 55<br />- DGNB Zertifikat in Gold<br />- CrefoZert Zertifikat<br />- Zuhause Paket<br />- Versicherungen<br /><br />In den Abbildungen können Sonderbauteile enthalten sein, die nicht im Preis kalkuliert sind.<br /><br />Grundrissänderungswünsche sind ohne weitere Kosten enthalten.<br /><br />Grundstücksfläche: ca. 628 m²<br /><br /># Lagebeschreibung<br />Das Grundstück liegt im Aschaffenburger Stadtteil Nilkheim.<br />Neben dem Grundstück kann man über einen Pfad die Mainwiesen erreichen - Natur pur (siehe Bilder)<br /><br />Nilkheim zeichnet sich als aufstrebender Stadtteil vor allem durch ein ausgeprägtes Freizeit- und Erholungsangebot aus. So befinden sich beispielsweise der Nilkheimer Park, in welchen auch diverse kulturelle Veranstaltungen abgehalten werden, als auch ein Trampolinpark in kurzer Distanz. Darüber hinaus sind auch der Park Schönbusch sowie zahlreiche Sportvereine im aufstrebenden Stadtteil Nilkheim ansässig.<br /><br />Sämtliche Einkaufsmöglichkeiten sowie Banken, Schulen, Kindergärten, Ärzte, Apotheken und öffentliche Einrichtungen sind ebenfalls in unmittelbarer Nähe.<br /><br />Die Anbindung ins Stadtzentrum Aschaffenburg bzw. bis nach Großostheim, Niederberg, Obernburg, Elsenfeld und Babenhausen ist durch die öffentlichen Verkehrsmittel gewährleistet.<br /><br /># Sonstiges<br />Das ist nur EINS von vielen Beispielen für ein Zweifamilienhaus.<br /><br />Unsere Finanzierungsexperten von Heunfinanz beraten dich gerne über aktuelle Fördermöglichkeiten und das Livinghaus Zuhause Darlehen.<br /><br />Die APP für dein neues Zuhause.<br />Mit der Bau-Cockpit APP hast Du immer alle Infos zu Deinem Fertighaus griffbereit. Alle relevanten Dokumente sowie der Baufortschritt sind mit einem Klick abrufbereit.<br /><br />Ich zeige Dir, wie Du zu Deinem perfekten Traumhaus kommst und freue mich darauf, von Dir zu hören 0170 68 190 14<br /><br />Anbieter-Objekt-ID: 30677-2191","2025-01-17","2025-02-03 14:00:19.180529",4,"205.0","628.0",6,2,2,"Keine zusätzliche Käuferprovision","Mehrfamilienhaus",NULL,270,False,"Gülsen Akay - Freie Handelsvertretung der Living Fertighaus GmbH - Handelsvertretung der Living Fert",206,"https://www.kleinanzeigen.de/s-anzeige/dein-zweifamilienhaus-strahlt-von-aussen-und-besonders-von-innen-inkl-grundstueck-/2978105087-208-7436","Gewerblicher Nutzer","2024-05-14","9.115508","49.9951707",True
